날짜,기업명,tfidf_수주,tfidf_실적,tfidf_미국
2024-02-16,HD현대중공업,0.0,0.01791604375352321,0.0
2024-02-16,STX엔진,0.0,0.0,0.0
2024-02-16,삼성중공업,0.0,0.0,0.0
2024-02-16,세진중공업,0.0,0.0,0.0
2024-02-16,한국카본,0.0,0.0,0.0
2024-02-16,한화엔진,0.04937989950059451,0.0,0.0
2024-02-16,한화오션,0.024689949750297254,0.031883021363654174,0.0
2024-02-17,HD한국조선해양,0.024388138699788123,0.0,0.0
2024-02-17,HD현대마린솔루션,0.0,0.0,0.0
2024-02-17,HD현대미포,0.0,0.0,0.0
2024-02-17,HD현대중공업,0.0,0.0,0.0
2024-02-17,삼성중공업,0.03135617832829902,0.0,0.0
2024-02-17,한화엔진,0.0,0.0,0.0
2024-02-17,한화오션,0.02194932482980931,0.030556278044342976,0.0
2024-02-18,HD한국조선해양,0.0,0.0,0.0
2024-02-18,HD현대마린솔루션,0.0,0.0,0.0
2024-02-18,HD현대미포,0.0,0.0,0.0
2024-02-18,HD현대중공업,0.0,0.0,0.0
2024-02-18,삼성중공업,0.0,0.0,0.0
2024-02-18,한화엔진,0.0,0.0,0.0
2024-02-18,한화오션,0.0,0.0,0.0
