기업명,날짜,종가,거래량,MA5,MA10,RSI,MACD,BB_upper,1일후등락률,3일후등락률,5일후등락률
HD한국조선해양,2024-01-29,113500.0,112906,114160.0,111750.0,53.82513661202186,-541.6877262289054,118774.84404933656,-1.5859030837004406,1.0572687224669604,8.370044052863436
HD한국조선해양,2024-01-30,111700.0,139768,113800.0,111990.0,51.04712041884817,-600.2812644091318,117683.09313593394,1.611459265890779,6.624888093106536,7.788719785138765
HD한국조선해양,2024-01-31,113500.0,133430,114220.0,112900.0,56.49867374005305,-495.7573269217246,117683.09313593394,1.0572687224669604,8.370044052863436,6.960352422907488
HD한국조선해양,2024-02-01,114700.0,160045,113980.0,113860.0,57.29166666666667,-312.4892012330529,117981.75878731342,3.836094158674804,4.969485614646905,5.579773321708806
HD한국조선해양,2024-02-02,119100.0,315586,114500.0,114440.0,58.056265984654736,185.65521862254536,119206.51867826824,3.27455919395466,1.9311502938706968,-0.5037783375314862
HD한국조선해양,2024-02-05,123000.0,302387,116400.0,115280.0,67.34177215189874,884.9346903769474,121276.66602785228,-2.113821138211382,-1.5447154471544715,-7.073170731707316
HD한국조선해양,2024-02-06,120400.0,188255,118140.0,115970.0,71.50537634408602,1215.3110891545948,122380.1320017768,0.8305647840531563,-1.5780730897009967,-3.322259136212625
HD한국조선해양,2024-02-07,121400.0,152311,119720.0,116970.0,71.73333333333333,1540.0753777791833,123552.43470559068,-0.2471169686985173,-5.848434925864909,-1.2355848434925865
HD한국조선해양,2024-02-08,121100.0,249797,121000.0,117490.0,63.17567567567568,1753.0379927667964,124424.6497182039,-2.1469859620148637,-3.8810900082576385,-1.3212221304706853
HD한국조선해양,2024-02-13,118500.0,218838,120880.0,117690.0,56.310679611650485,1692.5039960446447,124767.87239775817,-3.5443037974683547,1.1814345991561181,-1.7721518987341773
HD한국조선해양,2024-02-14,114300.0,203379,119140.0,117770.0,51.17647058823529,1290.7465456663776,124806.08329020241,1.837270341207349,4.549431321084865,3.937007874015748
HD한국조선해양,2024-02-15,116400.0,120694,118340.0,118240.0,57.352941176470594,1128.7913176416332,124845.53252180447,3.006872852233677,0.0,0.3436426116838488
HD한국조선해양,2024-02-16,119900.0,214906,118040.0,118880.0,56.060606060606055,1268.2418789596559,124422.51366677394,-0.3336113427856547,-0.9174311926605505,-4.08673894912427
HD한국조선해양,2024-02-19,119500.0,96418,117720.0,119360.0,54.57317073170732,1331.1362859300862,123599.58623878936,-2.594142259414226,-2.259414225941423,-6.694560669456067
HD한국조선해양,2024-02-20,116400.0,141653,117300.0,119090.0,54.40729483282675,1117.9494391299377,123580.85612647758,2.0618556701030926,-1.202749140893471,-2.2336769759450172
HD한국조선해양,2024-02-21,118800.0,159230,118200.0,118670.0,60.59701492537314,1129.6355342109455,123768.76649274131,-1.6835016835016834,-6.1447811447811445,-2.9461279461279464
HD한국조선해양,2024-02-22,116800.0,84018,118280.0,118310.0,54.896142433234424,966.3738077449525,123735.82004797456,-1.5410958904109588,-2.5684931506849313,-4.195205479452055
HD한국조선해양,2024-02-23,115000.0,130685,117300.0,117670.0,50.43731778425656,683.8596481747809,123435.24411011659,-3.0434782608695654,0.26086956521739135,-6.260869565217392
HD한국조선해양,2024-02-26,111500.0,268495,115700.0,116710.0,38.62275449101797,175.52109411639685,123725.62807350526,2.062780269058296,0.35874439461883406,-1.1659192825112108
HD한국조선해양,2024-02-27,113800.0,246776,115180.0,116240.0,35.534591194968556,-41.27430970846035,123750.20837053505,1.3181019332161688,-5.272407732864675,-1.2302284710017575
HD한국조선해양,2024-02-28,115300.0,147467,114480.0,116340.0,41.69381107491857,-90.99977641216537,123692.84207166915,-2.9488291413703385,-4.423243712055507,-1.5611448395490026
HD한국조선해양,2024-02-29,111900.0,311650,113500.0,115890.0,35.649546827794566,-400.1465121325891,123669.39247773783,-3.6639857015192137,0.44682752457551383,0.2680965147453083
HD한국조선해양,2024-03-04,107800.0,360550,112060.0,114680.0,31.978319783197833,-964.8609459633153,124439.76500945035,2.2263450834879404,5.287569573283859,5.844155844155844
